ftrl_loss,ftrl_acc
1.6118403955459595,0.20213332772254944
1.6094605578104655,0.20213332772254944
1.6094592562993368,0.20213332772254944
1.6094580087661743,0.20213332772254944
1.6094567588806152,0.20213332772254944
1.6094553471247355,0.20213332772254944
1.609453883043925,0.20213332772254944
1.6094526118596395,0.20213332772254944
1.6094512854894003,0.20213332772254944
1.6094500869115194,0.20213332772254944
1.6094488884607951,0.20213332772254944
1.6094476957321167,0.20213332772254944
1.6094465652465821,0.20213332772254944
1.6094454075495401,0.20213332772254944
1.6094443079630534,0.20213332772254944
1.609443278312683,0.20213332772254944
1.6094422477086385,0.20213332772254944
1.609441236813863,0.20213332772254944
1.6094402049382528,0.20213332772254944
1.6094391845703124,0.20213332772254944
1.6094381785710652,0.20213332772254944
1.6094371600468953,0.20213332772254944
1.609436155128479,0.20213332772254944
1.6094351010640462,0.20213332772254944
1.609434084002177,0.20213332772254944
1.6094330465316773,0.20213332772254944
1.60943204275767,0.20213332772254944
1.6094310137430827,0.20213332772254944
1.6094300081253052,0.20213332772254944
1.6094290011088053,0.20213332772254944
1.6094280013402302,0.20213332772254944
1.6094270186742148,0.20213332772254944
1.6094260597229004,0.20239999890327454
1.6094251770655315,0.20239999890327454
1.6094243221918743,0.20239999890327454
1.609423468017578,0.20266667008399963
1.6094226114273071,0.20373333990573883
1.6094217701594036,0.20399999618530273
1.609420906829834,0.20426666736602783
1.6094200675964356,0.20640000700950623
1.6094192097345987,0.20533333718776703
1.6094183548609415,0.21279999613761902
1.60941752910614,0.2215999960899353
1.6094166608810425,0.219733327627182
1.6094158274968464,0.24160000681877136
1.609414966392517,0.24826666712760925
1.6094141130447388,0.26506665349006653
1.6094132654190063,0.25786668062210083
1.609412391980489,0.29386666417121887
1.6094115390141805,0.29386666417121887
1.6094106643040975,0.30586665868759155
1.6094098307291667,0.30533334612846375
1.6094089754104615,0.31466665863990784
1.6094080954869587,0.31333333253860474
1.6094072463353475,0.3240000009536743
1.6094063941319783,0.3264000117778778
1.6094055264790852,0.3346666693687439
1.609404676882426,0.3378666639328003
1.6094038064956666,0.3410666584968567
1.6094029642740886,0.3407999873161316
1.6094021113713581,0.3413333296775818
1.6094012399673463,0.341866672039032
1.6094003604253133,0.3434666693210602
1.6093995051066081,0.3431999981403351
1.609398645846049,0.3434666693210602
1.6093977836608886,0.3445333242416382
1.60939691918691,0.3413333296775818
1.6093960342407228,0.3400000035762787
1.6093951640446982,0.3405333459377289
1.609394242032369,0.3352000117301941
1.6093933108647664,0.3352000117301941
1.6093923194885253,0.3352000117301941
1.6093912673950195,0.3325333297252655
1.609390185546875,0.3322666585445404
1.6093891500473023,0.3309333324432373
1.6093881106694539,0.3296000063419342
1.6093870981216432,0.329066663980484
1.6093861099243163,0.3261333405971527
1.6093851429621377,0.3248000144958496
1.6093841622034708,0.3240000009536743
1.6093832300186157,0.3255999982357025
1.609382285563151,0.3237333297729492
1.6093813501993814,0.3258666694164276
1.6093804073969522,0.3229333460330963
1.6093795058568319,0.3258666694164276
1.6093785755793253,0.3261333405971527
1.6093777040481567,0.3258666694164276
1.6093767671585082,0.3248000144958496
1.6093758613586426,0.3255999982357025
1.609374969736735,0.3250666558742523
1.609374089304606,0.3255999982357025
1.609373154258728,0.3258666694164276
1.6093722721735637,0.3253333270549774
1.6093713549931845,0.3255999982357025
1.6093704620997111,0.3271999955177307
1.6093695460001627,0.3253333270549774
1.6093686775843303,0.3277333378791809
1.6093677581151327,0.3271999955177307
1.60936683400472,0.3271999955177307
1.6093659576416015,0.329066663980484
